GEOID,2sfca10_capacity,2sfca15_capacity,2sfca5_capacity,3sfca_capacity,fca10_capacity,fca15_capacity,fca5_capacity
510010901001,,,,0.2827694432302861,,,
510010901002,,,,0.2827694432302861,,,
510010901003,,,,0.2827694432302861,,,
510010901004,,,,0.0,,,
510010902001,,,,0.2827694432302861,,,
510010902002,,,,0.2827694432302861,,,
510010902003,,,,0.2827694432302861,,,
510010903001,,,,0.2827694432302861,,,
510010903002,,,,0.2827694432302861,,,
510010903003,,,,0.2827694432302861,,,
510010904001,,,,2.5381923832813773,,,
510010904002,,,,2.5381923832813773,,,
510010904003,,,,4.73975447700289,,,
510010904004,,,,4.73975447700289,,,
510010905001,,,,2.5381923832813773,,,
510010905002,,,,4.73975447700289,,,
510010905003,,15.309608904344266,,4.73975447700289,,0.0,
510010906001,,,,2.5381923832813773,,,
510010906002,,,,2.5381923832813773,,,
510010906003,,15.309608904344266,,4.73975447700289,,0.0,
510010906004,,,,4.73975447700289,,,
510010907001,35.68446960270531,15.309608904344266,,6.476766771131791,0.0,0.0,
510010907002,35.68446960270531,15.309608904344266,130.5243533337432,6.476766771131791,0.0,0.0,0.0
510010907003,35.68446960270531,15.309608904344266,130.5243533337432,6.476766771131791,0.0,0.0,0.0
510010907004,35.68446960270531,15.309608904344266,,6.476766771131791,0.0,0.0,
510010907005,,,,4.73975447700289,,,
510010908001,,15.309608904344266,,4.73975447700289,,0.0,
510010908002,,,,4.73975447700289,,,
510010908003,,15.309608904344266,,4.73975447700289,,0.0,
510019801001,,,,0.0,,,
510019802001,,,,0.2827694432302861,,,
510019901000,,,,0.0,,,
510019902000,,,,0.07499388450933009,,,
510030101001,,,,0.0939127669604821,,,
510030101002,,,,0.0939127669604821,,,
510030101003,,,,0.514290008575452,,,
510030102011,,,,0.5558575506490849,,,
510030102012,,,,0.5558575506490849,,,
510030102021,,,,1.0842470717743173,,,
510030102022,,,,0.6110175668492978,,,
510030103001,,,,1.0467123520765964,,,
510030103002,,,,1.0831860671384677,,,
510030103003,,1.012443997730772,,1.0467123520765964,,0.0,
510030103004,,1.012443997730772,,1.446752501300324,,0.0,
510030103005,,1.012443997730772,,1.446752501300324,,0.0,
510030104011,,,,0.842978884383375,,,
510030104012,,,,0.7987940316136146,,,
510030104013,,1.5040258348468218,,1.487321961565231,,0.0,
510030104021,,1.5040258348468218,,1.487321961565231,,0.0,
510030104022,,,,1.4182939269160904,,,
510030105001,,2.516469832577594,,1.487321961565231,,0.0,
510030105002,,2.516469832577594,,1.487321961565231,,0.0,
510030105003,4.101888948264426,2.516469832577594,,2.062395856973342,0.0,0.0,
510030106011,,1.012443997730772,,1.487321961565231,,0.0,
510030106012,,1.012443997730772,,1.487321961565231,,0.0,
510030106013,1.4201960921880705,2.516469832577594,,1.7022314477656695,0.0,0.0,
510030106021,,2.516469832577594,,1.487321961565231,,0.0,
510030106022,,2.516469832577594,,1.487321961565231,,0.0,
510030107001,1.4201960921880705,2.516469832577594,,1.7022314477656695,0.0,0.0,
510030107002,1.4201960921880705,2.516469832577594,,1.7022314477656695,0.0,0.0,
510030107003,1.4201960921880705,2.516469832577594,,1.7022314477656695,0.0,0.0,
510030108001,1.4201960921880705,1.012443997730772,,1.7022314477656695,0.0,0.0,
510030108002,1.4201960921880705,2.516469832577594,,1.7022314477656695,0.0,0.0,
510030108003,1.4201960921880705,2.516469832577594,,1.6667028293105248,0.0,0.0,
510030108004,1.4201960921880705,2.516469832577594,,1.6667028293105248,0.0,0.0,
510030108005,1.4201960921880705,2.516469832577594,,1.7022314477656695,0.0,0.0,
510030109011,1.4201960921880705,2.516469832577594,3.7457191378258954,1.6667028293105248,0.0,0.0,0.0
510030109012,1.4201960921880705,2.516469832577594,3.7457191378258954,1.7022314477656695,0.0,0.0,0.0
510030109021,1.4201960921880705,2.516469832577594,,1.6667028293105248,0.0,0.0,
510030109022,4.101888948264426,2.516469832577594,3.7457191378258954,2.023959666993664,0.0,0.0,0.0
510030109031,4.101888948264426,2.516469832577594,3.7457191378258954,2.023959666993664,0.0,0.0,0.0
510030109032,4.101888948264426,2.516469832577594,3.7457191378258954,2.023959666993664,0.0,0.0,0.0
510030110001,,,,1.0842470717743173,,,
510030110002,1.4201960921880705,2.516469832577594,,1.6667028293105248,0.0,0.0,
510030110003,,,,1.0530027134644724,,,
510030110004,,2.516469832577594,,1.4191591111970814,,0.0,
510030110005,,,,1.0530027134644724,,,
510030111001,,,,0.7112667952493889,,,
510030111002,,,,0.7112667952493889,,,
510030111003,,,,1.3859787238328625,,,
510030111004,,,,0.6864178435009423,,,
510030111005,,,,0.7112667952493889,,,
510030112011,,,,0.6864178435009423,,,
510030112012,,,,0.7112667952493889,,,
510030112013,,,,0.06285825135879256,,,
510030112021,,2.516469832577594,,1.4622934846423248,,0.0,
510030112022,,,,0.7526720811530261,,,
510030113011,,2.516469832577594,,1.487321961565231,,0.0,
510030113012,,1.5040258348468218,,1.487321961565231,,0.0,
510030113013,,,,0.9247694289734834,,,
510030113014,,,,0.842978884383375,,,
510030113021,4.101888948264426,2.516469832577594,,2.023959666993664,0.0,0.0,
510030113022,4.101888948264426,2.516469832577594,,2.023959666993664,0.0,0.0,
510030113031,2.681692856076355,2.516469832577594,,1.932268693638786,0.0,0.0,
510030113032,2.681692856076355,2.516469832577594,20.235800231859724,1.932268693638786,0.0,0.0,0.0
510030114001,,,,0.9247694289734834,,,
510030114002,,,,0.0939127669604821,,,
510030114003,,,,0.0939127669604821,,,
510030114004,,,,0.0939127669604821,,,
510050701001,1.0746680483481557,0.2953865197069109,25.520630416049524,1.4115147135417747,0.0,0.0,0.0
510050701002,1.0746680483481557,0.2953865197069109,,1.4115147135417747,0.0,0.0,
510050701003,1.0746680483481557,0.2953865197069109,,1.4115147135417747,0.0,0.0,
510050701004,1.0746680483481557,0.2953865197069109,,1.3687044026332424,0.0,0.0,
510050801001,,0.2953865197069109,,1.0162255290261644,,0.0,
510050801002,,0.2953865197069109,,1.0162255290261644,,0.0,
510050801003,,,,1.0616521885527792,,,
510050802011,,,,0.06764323033434967,,,
510050802012,1.0746680483481557,0.2953865197069109,,1.4115147135417747,0.0,0.0,
510050802021,,,,0.06764323033434967,,,
510050802022,,,,0.6071785199059481,,,
510050802023,,0.2953865197069109,,1.0162255290261644,,0.0,
510050803011,,,,0.06764323033434967,,,
510050803021,,,,0.6071785199059481,,,
510050803022,,,,0.06764323033434967,,,
510079301001,,,,0.07104028231909339,,,
510079301002,,,,0.09915559465668138,,,
510079301003,,,,0.0,,,
510079301004,,,,0.3668889989437933,,,
510079301005,,,,0.15035424382900775,,,
510079302001,,,,0.1124114724660868,,,
510079302002,,,,0.09039814840145476,,,
510079302003,,,,0.1061287937320867,,,
510079302004,,,,0.035638287286548165,,,
510090101001,,,,5.4838858599385425,,,
510090101002,,,,0.21646353887163924,,,
510090101003,,,,0.2534289244382972,,,
510090101004,,,,0.21274168428411333,,,
510090102001,,,,2.528995665821842,,,
510090102002,18.624977054364354,11.660410548903418,,4.353846791594028,0.0,0.0,
510090102003,18.624977054364354,11.660410548903418,,4.098168365848286,0.0,0.0,
510090102004,,,,2.528995665821842,,,
510090103001,,,,1.757826649358051,,,
510090103002,,,,2.9689475799699707,,,
510090104011,,11.660410548903418,,3.7951124678128374,,0.0,
510090104012,,,,3.409192650983769,,,
510090104021,,0.8953095341655243,,3.725642780302554,,0.0,
510090104022,,0.8953095341655243,,3.725642780302554,,0.0,
510090105021,1.6324347025180312,7.0671848471205605,,3.252900210911888,0.0,0.0,
510090105031,1.6324347025180312,7.0671848471205605,,3.252900210911888,0.0,0.0,
510090105032,,0.8953095341655243,,3.6953213478973477,,0.0,
510090105041,,,,2.1245788954262985,,,
510090105042,1.6324347025180312,7.0671848471205605,,3.7478258602866967,0.0,0.0,
510090106001,,,,1.768886523283945,,,
510090106002,,,,3.0701189216865608,,,
510110401001,,,,0.7469300386671518,,,
510110401002,,,,0.7469300386671518,,,
510110401003,,,,0.9447977679318714,,,
510110401004,,,,0.9447977679318714,,,
510110401005,,,,0.2459118380116063,,,
510110402001,,,,0.22171640582516897,,,
510110402002,,,,0.2459118380116063,,,
510110402003,,,,0.22171640582516897,,,
510110403001,,,,0.19970387045244717,,,
510110403002,,,,0.2459118380116063,,,
510110403003,,,,0.2502812721707469,,,
510110403004,,,,0.2459118380116063,,,
510131001001,1.465869439574419,2.0120124907033077,,0.9695630729007213,0.0,0.0,
510131001002,1.2155574441820771,2.0120124907033077,,0.9880085079631297,0.0,0.0,
510131001003,1.222121395488261,1.716625970996397,,0.9730309471415264,0.0,0.0,
510131001004,1.4724333908806024,2.0120124907033077,,0.9444808118238328,0.0,0.0,
510131002001,0.4950358385946662,1.716625970996397,,0.9510799517445039,0.0,0.0,
510131002002,1.2251060542508942,1.6520190506170909,2.8298242590706684,1.0447164379962333,0.0,0.0,0.0
510131002003,1.1166437198587686,1.1397038367365275,2.8298242590706684,1.0033116676856193,0.0,0.0,0.0
510131002004,1.7150974617111414,1.8957365972562457,2.8298242590706684,1.0166659823563189,0.0,0.0,0.0
510131002005,1.7150974617111414,1.6520190506170909,2.8298242590706684,1.059624129027922,0.0,0.0,0.0
510131002006,1.2251060542508942,1.6520190506170909,2.8298242590706684,1.0447164379962333,0.0,0.0,0.0
510131003001,0.3865735042025406,0.7555743720309307,,0.9260902201273602,0.0,0.0,
510131003002,0.3865735042025406,0.7555743720309307,,0.9102550583754652,0.0,0.0,
510131003003,1.2251060542508942,1.4530700494736548,2.8298242590706684,1.0006696756749516,0.0,0.0,0.0
510131003004,1.1166437198587686,0.7555743720309307,2.8298242590706684,1.003960835426321,0.0,0.0,0.0
510131003005,0.3931374555087244,0.7555743720309307,2.8298242590706684,0.9102550583754652,0.0,0.0,0.0
510131004001,0.3931374555087244,0.7113555391674833,,0.827924333141507,0.0,0.0,
510131004002,1.6066351273190158,1.068940584768058,,1.0155815501064933,0.0,0.0,
510131004003,1.6066351273190158,1.2660905395602138,,1.0202273598533649,0.0,0.0,
510131005001,1.6066351273190158,1.350440950076753,0.020337126689321843,1.0202273598533649,0.0,0.0,0.0
510131005002,1.6066351273190158,1.350440950076753,2.85016138575999,1.0202273598533649,0.0,0.0,0.0
510131005003,1.6066351273190158,1.068940584768058,2.8298242590706684,1.003733641300644,0.0,0.0,0.0
510131005004,1.6066351273190158,1.350440950076753,2.8298242590706684,1.0202273598533649,0.0,0.0,0.0
510131006001,1.6066351273190158,1.766436262210782,2.678970550238913,1.005905470786135,0.0,0.0,0.0
510131006002,1.6066351273190158,1.350440950076753,2.85016138575999,1.0202273598533649,0.0,0.0,0.0
510131006003,1.6066351273190158,1.350440950076753,2.85016138575999,1.0202273598533649,0.0,0.0,0.0
510131007001,1.6066351273190158,1.350440950076753,2.85016138575999,1.0202273598533649,0.0,0.0,0.0
510131007002,1.7150974617111414,1.766436262210782,2.85016138575999,1.019307316279045,0.0,0.0,0.0
510131007003,1.7150974617111414,1.766436262210782,0.020337126689321843,1.0476584538730502,0.0,0.0,0.0
510131007004,1.7150974617111414,1.8957365972562457,2.85016138575999,1.0052482808908143,0.0,0.0,0.0
510131007005,1.6066351273190158,1.350440950076753,2.8298242590706684,1.0202273598533649,0.0,0.0,0.0
510131007006,1.6066351273190158,1.350440950076753,2.8298242590706684,1.0202273598533649,0.0,0.0,0.0
510131008001,1.7150974617111414,1.8957365972562457,2.8298242590706684,1.059624129027922,0.0,0.0,0.0
510131008002,1.7150974617111414,1.8957365972562457,2.8298242590706684,1.059624129027922,0.0,0.0,0.0
510131009001,1.7150974617111414,1.8957365972562457,,1.059624129027922,0.0,0.0,
510131009002,1.7150974617111414,1.8957365972562457,0.020337126689321843,1.0545433680201624,0.0,0.0,0.0
510131009003,1.7150974617111414,1.8957365972562457,,1.0545433680201624,0.0,0.0,
510131009004,1.7150974617111414,1.965385263354218,,1.0545433680201624,0.0,0.0,
510131010001,1.2251060542508942,1.716625970996397,,1.020266146646747,0.0,0.0,
510131010002,1.2251060542508942,1.6520190506170909,,1.0376348045552646,0.0,0.0,
510131010003,1.7150974617111414,1.965385263354218,,1.0214450128154131,0.0,0.0,
510131010004,1.222121395488261,2.0120124907033077,,0.9608488171412867,0.0,0.0,
510131011001,1.222121395488261,1.716625970996397,,0.9730309471415264,0.0,0.0,
510131011002,1.4724333908806024,2.0120124907033077,,0.958006945688486,0.0,0.0,
510131011003,0.1150262856983094,1.6520190506170909,0.8573880115056722,0.8911849113566186,0.0,0.0,0.0
510131011004,2.6859310626908943,2.3253787034404354,0.8573880115056722,1.107565194246641,0.0,0.0,0.0
510131011005,3.7784689038931356,2.0120124907033077,0.8573880115056722,1.1702798750015444,0.0,0.0,0.0
510131012001,0.1150262856983094,1.350440950076753,0.8573880115056722,0.9226121160375591,0.0,0.0,0.0
510131012002,1.2251060542508942,1.8957365972562457,0.8573880115056722,1.0401752417963201,0.0,0.0,0.0
510131012003,0.50159978990085,1.965385263354218,0.8573880115056722,1.0410041171285025,0.0,0.0,0.0
510131013001,1.7150974617111414,1.350440950076753,,1.0571216155162793,0.0,0.0,
510131013002,1.2251060542508942,1.2660905395602138,,1.0807390196692568,0.0,0.0,
510131013003,2.529972753134357,1.350440950076753,,1.1009423177213324,0.0,0.0,
510131013004,1.7150974617111414,1.766436262210782,0.020337126689321843,1.0571216155162793,0.0,0.0,0.0
510131013005,1.7150974617111414,1.350440950076753,,1.0357610044878034,0.0,0.0,
510131013006,1.7150974617111414,1.2660905395602138,,1.0939406560118021,0.0,0.0,
510131014011,1.7150974617111414,1.8957365972562457,0.020337126689321843,1.0571216155162793,0.0,0.0,0.0
510131014021,1.7150974617111414,1.8957365972562457,0.020337126689321843,1.0027023415941074,0.0,0.0,0.0
510131014022,1.7150974617111414,1.965385263354218,0.020337126689321843,1.0450515868828603,0.0,0.0,0.0
510131014023,1.7150974617111414,1.965385263354218,0.020337126689321843,1.0450515868828603,0.0,0.0,0.0
510131014031,1.7150974617111414,1.965385263354218,0.020337126689321843,1.0545433680201624,0.0,0.0,0.0
510131014032,1.7150974617111414,1.965385263354218,0.020337126689321843,1.0450515868828603,0.0,0.0,0.0
510131014033,1.7150974617111414,1.8957365972562457,0.020337126689321843,1.0450515868828603,0.0,0.0,0.0
510131014034,1.7150974617111414,1.8957365972562457,2.678970550238913,1.0450515868828603,0.0,0.0,0.0
510131014041,1.7150974617111414,1.4530700494736548,2.678970550238913,1.0052482808908143,0.0,0.0,0.0
510131015001,2.4215104187422316,1.350440950076753,5.285540689898315,1.0769059114233857,0.0,0.0,0.0
510131015002,2.4215104187422316,1.350440950076753,5.285540689898315,1.0769059114233857,0.0,0.0,0.0
510131015003,2.529972753134357,1.350440950076753,2.678970550238913,1.0750748173436264,0.0,0.0,0.0
510131015004,2.529972753134357,1.350440950076753,2.678970550238913,1.0750748173436264,0.0,0.0,0.0
510131015005,1.6066351273190158,1.350440950076753,5.285540689898315,1.0769059114233857,0.0,0.0,0.0
510131015006,1.6066351273190158,1.350440950076753,5.285540689898315,1.0202273598533649,0.0,0.0,0.0
510131016011,2.4215104187422316,1.2660905395602138,5.285540689898315,1.0769059114233857,0.0,0.0,0.0
510131016012,2.4215104187422316,1.350440950076753,5.285540689898315,1.0542290981684792,0.0,0.0,0.0
510131016021,2.4215104187422316,1.2660905395602138,5.285540689898315,1.0769059114233857,0.0,0.0,0.0
510131016022,2.4215104187422316,1.068940584768058,5.285540689898315,1.0749948811258347,0.0,0.0,0.0
510131016031,2.4215104187422316,1.350440950076753,5.285540689898315,1.0769059114233857,0.0,0.0,0.0
510131016032,2.4215104187422316,1.2660905395602138,5.285540689898315,1.0542290981684792,0.0,0.0,0.0
510131016033,2.4215104187422316,1.068940584768058,5.285540689898315,1.1142129605148912,0.0,0.0,0.0
510131017011,2.034936914539691,1.068940584768058,5.285540689898315,1.0732851106086,0.0,0.0,0.0
510131017012,2.4215104187422316,1.068940584768058,5.285540689898315,1.0513630608819258,0.0,0.0,0.0
510131017013,2.4215104187422316,1.068940584768058,5.285540689898315,1.0513630608819258,0.0,0.0,0.0
510131017014,2.4215104187422316,1.068940584768058,5.285540689898315,1.0749948811258347,0.0,0.0,0.0
